From,To,Distance,Duration,Duracion_en_horas
Customer 84,Customer 64,18.39,12:30:00 a. m.,0.5
Customer 84,Customer 65,15.69,12:22:00 a. m.,0.3667
Customer 84,Customer 66,12.88,12:19:00 a. m.,0.3167
Customer 84,Customer 67,26.93,12:30:00 a. m.,0.5
Customer 84,Customer 68,14.18,12:23:00 a. m.,0.3833
Customer 84,Customer 69,8.46,12:18:00 a. m.,0.3
Customer 84,Customer 70,23,12:32:00 a. m.,0.5333
Customer 84,Customer 71,25.44,12:30:00 a. m.,0.5
Customer 84,Customer 72,23.64,12:33:00 a. m.,0.55
Customer 84,Customer 73,10.19,12:21:00 a. m.,0.35
Customer 84,Customer 74,16.84,12:32:00 a. m.,0.5333
Customer 84,Customer 75,19.1,12:23:00 a. m.,0.3833
Customer 84,Customer 76,15.6,12:30:00 a. m.,0.5
Customer 84,Customer 77,21.26,12:24:00 a. m.,0.4
Customer 84,Customer 78,19.53,12:22:00 a. m.,0.3667
Customer 84,Customer 79,22.36,12:29:00 a. m.,0.4833
Customer 84,Customer 80,21.89,12:24:00 a. m.,0.4
Customer 84,Customer 81,23.42,12:32:00 a. m.,0.5333
Customer 84,Customer 82,26.13,12:31:00 a. m.,0.5167
Customer 84,Customer 83,12.31,12:24:00 a. m.,0.4
Customer 84,Customer 84,0,12:00:00 a. m.,0
Customer 84,Customer 85,31.15,12:37:00 a. m.,0.6167
Customer 84,Customer 86,19.61,12:39:00 a. m.,0.65
Customer 84,Customer 87,13.14,12:28:00 a. m.,0.4667
Customer 84,Customer 88,16.22,12:21:00 a. m.,0.35
Customer 84,Customer 89,19.6,12:22:00 a. m.,0.3667
Customer 84,Customer 90,13.07,12:20:00 a. m.,0.3333
Customer 84,Customer 91,26.14,12:29:00 a. m.,0.4833
Customer 84,Customer 92,22.14,12:25:00 a. m.,0.4167
Customer 84,Customer 93,22.06,12:26:00 a. m.,0.4333
Customer 84,Customer 94,24.45,12:28:00 a. m.,0.4667
Customer 84,Customer 95,25.21,12:30:00 a. m.,0.5
Customer 84,Customer 96,29.43,12:34:00 a. m.,0.5667
Customer 84,Customer 97,23.08,12:32:00 a. m.,0.5333
Customer 84,Customer 98,28.56,12:33:00 a. m.,0.55
Customer 84,Customer 99,9.32,12:19:00 a. m.,0.3167
Customer 84,Customer 100,7.04,12:16:00 a. m.,0.2667
Customer 84,Customer 101,18.62,12:36:00 a. m.,0.6
Customer 84,Customer 102,22.66,12:31:00 a. m.,0.5167
Customer 84,Customer 103,15.74,12:26:00 a. m.,0.4333
Customer 84,Customer 104,13.88,12:20:00 a. m.,0.3333
Customer 84,Customer 105,11.02,12:23:00 a. m.,0.3833
Customer 84,Customer 106,22.78,12:24:00 a. m.,0.4
Customer 84,Customer 107,12.18,12:26:00 a. m.,0.4333
Customer 84,Customer 108,14.34,12:22:00 a. m.,0.3667
Customer 84,Customer 109,12.29,12:18:00 a. m.,0.3
Customer 84,Customer 110,7.34,12:15:00 a. m.,0.25
Customer 84,Customer 111,25.52,12:30:00 a. m.,0.5
Customer 84,Customer 112,25.98,12:31:00 a. m.,0.5167
Customer 84,Customer 113,12.27,12:21:00 a. m.,0.35
Customer 84,Customer 114,16.26,12:20:00 a. m.,0.3333
Customer 84,Customer 115,25.44,12:39:00 a. m.,0.65
Customer 84,Customer 116,11.83,12:27:00 a. m.,0.45
Customer 84,Customer 117,14.88,12:20:00 a. m.,0.3333
Customer 84,Customer 118,7.94,12:17:00 a. m.,0.2833
Customer 84,Customer 119,16.21,12:23:00 a. m.,0.3833
Customer 84,Customer 120,9.38,12:21:00 a. m.,0.35
Customer 84,Customer 121,16.12,12:24:00 a. m.,0.4
Customer 84,Customer 122,15.26,12:24:00 a. m.,0.4
Customer 84,Customer 123,30.72,12:37:00 a. m.,0.6167
Customer 84,Customer 124,21.99,12:26:00 a. m.,0.4333
Customer 84,Customer 125,19.88,12:23:00 a. m.,0.3833
Customer 84,Customer 126,14.2,12:22:00 a. m.,0.3667
Customer 84,Customer 127,22.06,12:27:00 a. m.,0.45
Customer 84,Customer 128,27.64,12:34:00 a. m.,0.5667
Customer 84,Customer 129,26.86,12:30:00 a. m.,0.5
Customer 84,Customer 130,11.95,12:19:00 a. m.,0.3167
Customer 84,Customer 131,10.13,12:22:00 a. m.,0.3667
Customer 84,Customer 132,10.17,12:21:00 a. m.,0.35
Customer 84,Customer 133,23.74,12:30:00 a. m.,0.5
Customer 84,Customer 134,14.36,12:20:00 a. m.,0.3333
Customer 84,Customer 135,20.76,12:29:00 a. m.,0.4833
Customer 84,Customer 136,20.28,12:39:00 a. m.,0.65
Customer 84,Customer 137,17,12:32:00 a. m.,0.5333
Customer 84,Customer 138,20.13,12:29:00 a. m.,0.4833
Customer 84,Customer 139,28.07,12:34:00 a. m.,0.5667
Customer 84,Customer 140,16.19,12:19:00 a. m.,0.3167
Customer 84,Customer 141,24.5,12:36:00 a. m.,0.6
Customer 84,Customer 142,12.26,12:26:00 a. m.,0.4333
Customer 84,Customer 143,24.82,12:28:00 a. m.,0.4667
Customer 84,Customer 144,17.15,12:33:00 a. m.,0.55
Customer 84,Customer 145,13.67,12:21:00 a. m.,0.35
Customer 84,Customer 146,16.76,12:26:00 a. m.,0.4333
Customer 84,Customer 147,29.23,12:34:00 a. m.,0.5667
Customer 84,Customer 148,19.55,12:37:00 a. m.,0.6167
Customer 84,Customer 149,22.23,12:27:00 a. m.,0.45
Customer 85,Depot,8.53,12:17:00 a. m.,0.2833
Customer 85,Customer 1,11.68,12:21:00 a. m.,0.35
Customer 85,Customer 2,10.89,12:22:00 a. m.,0.3667
Customer 85,Customer 3,21.63,12:31:00 a. m.,0.5167
Customer 85,Customer 4,3.37,12:11:00 a. m.,0.1833
Customer 85,Customer 5,2.57,12:08:00 a. m.,0.1333
Customer 85,Customer 6,10.46,12:19:00 a. m.,0.3167
Customer 85,Customer 7,0.48,12:02:00 a. m.,0.0333
Customer 85,Customer 8,10.22,12:21:00 a. m.,0.35
Customer 85,Customer 9,12.77,12:24:00 a. m.,0.4
Customer 85,Customer 10,6.13,12:13:00 a. m.,0.2167
Customer 85,Customer 11,8.14,12:21:00 a. m.,0.35
Customer 85,Customer 12,8.06,12:16:00 a. m.,0.2667
Customer 85,Customer 13,4.12,12:12:00 a. m.,0.2
Customer 85,Customer 14,3.98,12:10:00 a. m.,0.1667
Customer 85,Customer 15,12.55,12:24:00 a. m.,0.4
Customer 85,Customer 16,6.89,12:17:00 a. m.,0.2833
Customer 85,Customer 17,6.87,12:17:00 a. m.,0.2833
Customer 85,Customer 18,9.44,12:19:00 a. m.,0.3167
Customer 85,Customer 19,11.45,12:22:00 a. m.,0.3667
Customer 85,Customer 20,2.76,12:09:00 a. m.,0.15
Customer 85,Customer 21,5.8,12:13:00 a. m.,0.2167
Customer 85,Customer 22,6.92,12:14:00 a. m.,0.2333
Customer 85,Customer 23,4.28,12:11:00 a. m.,0.1833
Customer 85,Customer 24,5.92,12:14:00 a. m.,0.2333
Customer 85,Customer 25,12.37,12:23:00 a. m.,0.3833
Customer 85,Customer 26,6.14,12:15:00 a. m.,0.25
Customer 85,Customer 27,7.38,12:19:00 a. m.,0.3167
Customer 85,Customer 28,12.6,12:27:00 a. m.,0.45
Customer 85,Customer 29,11.85,12:23:00 a. m.,0.3833
Customer 85,Customer 30,7.83,12:16:00 a. m.,0.2667
Customer 85,Customer 31,13.7,12:30:00 a. m.,0.5
Customer 85,Customer 32,7.33,12:18:00 a. m.,0.3
Customer 85,Customer 33,12.73,12:22:00 a. m.,0.3667
Customer 85,Customer 34,13.81,12:25:00 a. m.,0.4167
Customer 85,Customer 35,11.71,12:24:00 a. m.,0.4
Customer 85,Customer 36,2.41,12:07:00 a. m.,0.1167
Customer 85,Customer 37,14.6,12:29:00 a. m.,0.4833
Customer 85,Customer 38,12.74,12:25:00 a. m.,0.4167
Customer 85,Customer 39,13.56,12:28:00 a. m.,0.4667
Customer 85,Customer 40,4.88,12:11:00 a. m.,0.1833
Customer 85,Customer 41,8.34,12:16:00 a. m.,0.2667
Customer 85,Customer 42,14.83,12:33:00 a. m.,0.55
Customer 85,Customer 43,8.48,12:16:00 a. m.,0.2667
Customer 85,Customer 44,9.95,12:20:00 a. m.,0.3333
Customer 85,Customer 45,7.7,12:20:00 a. m.,0.3333
Customer 85,Customer 46,17.04,12:31:00 a. m.,0.5167
Customer 85,Customer 47,13.95,12:30:00 a. m.,0.5
Customer 85,Customer 48,13.12,12:26:00 a. m.,0.4333
Customer 85,Customer 49,14.2,12:24:00 a. m.,0.4
Customer 85,Customer 50,8.03,12:16:00 a. m.,0.2667
Customer 85,Customer 51,14.06,12:27:00 a. m.,0.45
Customer 85,Customer 52,6.33,12:16:00 a. m.,0.2667
Customer 85,Customer 53,14.68,12:30:00 a. m.,0.5
Customer 85,Customer 54,1.4,12:05:00 a. m.,0.0833
Customer 85,Customer 55,3.67,12:09:00 a. m.,0.15
Customer 85,Customer 56,4.5,12:13:00 a. m.,0.2167
Customer 85,Customer 57,7.79,12:15:00 a. m.,0.25
Customer 85,Customer 58,12.92,12:27:00 a. m.,0.45
Customer 85,Customer 59,14.43,12:28:00 a. m.,0.4667
Customer 85,Customer 60,11.96,12:25:00 a. m.,0.4167
Customer 85,Customer 61,7.13,12:16:00 a. m.,0.2667
Customer 85,Customer 62,9.29,12:19:00 a. m.,0.3167
Customer 85,Customer 63,10.66,12:22:00 a. m.,0.3667
Customer 85,Customer 64,13.64,12:30:00 a. m.,0.5
Customer 85,Customer 65,10.77,12:21:00 a. m.,0.35
Customer 85,Customer 66,12.77,12:24:00 a. m.,0.4
Customer 85,Customer 67,5.23,12:14:00 a. m.,0.2333
Customer 85,Customer 68,15.89,12:28:00 a. m.,0.4667
Customer 85,Customer 69,13.74,12:26:00 a. m.,0.4333
Customer 85,Customer 70,5.95,12:16:00 a. m.,0.2667
Customer 85,Customer 71,8.86,12:19:00 a. m.,0.3167
Customer 85,Customer 72,5.73,12:13:00 a. m.,0.2167
Customer 85,Customer 73,12.55,12:24:00 a. m.,0.4
Customer 85,Customer 74,6.35,12:14:00 a. m.,0.2333
Customer 85,Customer 75,14.18,12:25:00 a. m.,0.4167
Customer 85,Customer 76,7.53,12:15:00 a. m.,0.25
Customer 85,Customer 77,11.53,12:21:00 a. m.,0.35
Customer 85,Customer 78,14.32,12:25:00 a. m.,0.4167
Customer 85,Customer 79,12.92,12:25:00 a. m.,0.4167
Customer 85,Customer 80,11.32,12:22:00 a. m.,0.3667
Customer 85,Customer 81,4.27,12:12:00 a. m.,0.2
Customer 85,Customer 82,6.33,12:15:00 a. m.,0.25
Customer 85,Customer 83,12.54,12:25:00 a. m.,0.4167
Customer 85,Customer 84,20.82,12:38:00 a. m.,0.6333
Customer 85,Customer 85,0,12:00:00 a. m.,0
Customer 85,Customer 86,2.44,12:08:00 a. m.,0.1333
Customer 85,Customer 87,11.22,12:23:00 a. m.,0.3833
Customer 85,Customer 88,13.29,12:27:00 a. m.,0.45
Customer 85,Customer 89,14.39,12:26:00 a. m.,0.4333
Customer 85,Customer 90,15.77,12:31:00 a. m.,0.5167
Customer 85,Customer 91,7.23,12:16:00 a. m.,0.2667
Customer 85,Customer 92,12.12,12:21:00 a. m.,0.35
Customer 85,Customer 93,12.04,12:22:00 a. m.,0.3667
Customer 85,Customer 94,10.79,12:23:00 a. m.,0.3833
Customer 85,Customer 95,7.64,12:20:00 a. m.,0.3333
Customer 85,Customer 96,2.88,12:09:00 a. m.,0.15
Customer 85,Customer 97,5.43,12:14:00 a. m.,0.2333
Customer 85,Customer 98,2.89,12:09:00 a. m.,0.15
Customer 85,Customer 99,14.02,12:26:00 a. m.,0.4333
Customer 85,Customer 100,13.8,12:25:00 a. m.,0.4167
Customer 85,Customer 101,3.36,12:08:00 a. m.,0.1333
Customer 85,Customer 102,5.24,12:14:00 a. m.,0.2333
Customer 85,Customer 103,13.23,12:28:00 a. m.,0.4667
Customer 85,Customer 104,16.78,12:32:00 a. m.,0.5333
Customer 85,Customer 105,13.73,12:27:00 a. m.,0.45
Customer 85,Customer 106,10.46,12:19:00 a. m.,0.3167
Customer 85,Customer 107,9.19,12:20:00 a. m.,0.3333
Customer 85,Customer 108,13.12,12:26:00 a. m.,0.4333
Customer 85,Customer 109,16.95,12:33:00 a. m.,0.55
Customer 85,Customer 110,13.96,12:27:00 a. m.,0.45
Customer 85,Customer 111,6.92,12:17:00 a. m.,0.2833
Customer 85,Customer 112,5.88,12:15:00 a. m.,0.25
Customer 85,Customer 113,12.21,12:24:00 a. m.,0.4
Customer 85,Customer 114,13.63,12:28:00 a. m.,0.4667
Customer 85,Customer 115,2.84,12:09:00 a. m.,0.15
Customer 85,Customer 116,9.55,12:20:00 a. m.,0.3333
Customer 85,Customer 117,15.32,12:31:00 a. m.,0.5167
Customer 85,Customer 118,13.92,12:25:00 a. m.,0.4167
Customer 85,Customer 119,10.11,12:19:00 a. m.,0.3167
Customer 85,Customer 120,15.19,12:31:00 a. m.,0.5167
Customer 85,Customer 121,14.09,12:29:00 a. m.,0.4833
Customer 85,Customer 122,12.41,12:26:00 a. m.,0.4333
Customer 85,Customer 123,0.99,12:04:00 a. m.,0.0667
Customer 85,Customer 124,10.89,12:22:00 a. m.,0.3667
Customer 85,Customer 125,14.67,12:27:00 a. m.,0.45
Customer 85,Customer 126,12.12,12:24:00 a. m.,0.4
Customer 85,Customer 127,11.62,12:24:00 a. m.,0.4
Customer 85,Customer 128,6.4,12:18:00 a. m.,0.3
Customer 85,Customer 129,5.16,12:14:00 a. m.,0.2333
Customer 85,Customer 130,16.32,12:33:00 a. m.,0.55
Customer 85,Customer 131,11.9,12:23:00 a. m.,0.3833
Customer 85,Customer 132,12.53,12:23:00 a. m.,0.3833
Customer 85,Customer 133,8.98,12:19:00 a. m.,0.3167
Customer 85,Customer 134,17.19,12:34:00 a. m.,0.5667
Customer 85,Customer 135,7.98,12:18:00 a. m.,0.3
Customer 85,Customer 136,2.68,12:08:00 a. m.,0.1333
Customer 85,Customer 137,7.14,12:15:00 a. m.,0.25
Customer 85,Customer 138,13.29,12:29:00 a. m.,0.4833
Customer 85,Customer 139,4.68,12:13:00 a. m.,0.2167
Customer 85,Customer 140,21.63,12:31:00 a. m.,0.5167
Customer 85,Customer 141,3.48,12:10:00 a. m.,0.1667
Customer 85,Customer 142,8.34,12:16:00 a. m.,0.2667
Customer 85,Customer 143,7.11,12:18:00 a. m.,0.3
Customer 85,Customer 144,4.91,12:11:00 a. m.,0.1833
Customer 85,Customer 145,15.38,12:27:00 a. m.,0.45
Customer 85,Customer 146,17.67,12:33:00 a. m.,0.55
Customer 85,Customer 147,2.77,12:08:00 a. m.,0.1333
Customer 85,Customer 148,2.43,12:07:00 a. m.,0.1167
Customer 85,Customer 149,12.03,12:23:00 a. m.,0.3833
Customer 86,Depot,7.26,12:14:00 a. m.,0.2333
Customer 86,Customer 1,11.87,12:23:00 a. m.,0.3833
Customer 86,Customer 2,8.06,12:20:00 a. m.,0.3333
Customer 86,Customer 3,22.35,12:32:00 a. m.,0.5333
Customer 86,Customer 4,3.45,12:11:00 a. m.,0.1833
Customer 86,Customer 5,2.21,12:07:00 a. m.,0.1167
Customer 86,Customer 6,6.41,12:19:00 a. m.,0.3167
Customer 86,Customer 7,2.49,12:08:00 a. m.,0.1333
Customer 86,Customer 8,8.95,12:18:00 a. m.,0.3
Customer 86,Customer 9,10.47,12:26:00 a. m.,0.4333
Customer 86,Customer 10,4.86,12:10:00 a. m.,0.1667
Customer 86,Customer 11,5.67,12:17:00 a. m.,0.2833
Customer 86,Customer 12,6.78,12:13:00 a. m.,0.2167
Customer 86,Customer 13,2,12:07:00 a. m.,0.1167
Customer 86,Customer 14,2.71,12:07:00 a. m.,0.1167
Customer 86,Customer 15,11.28,12:21:00 a. m.,0.35
Customer 86,Customer 16,4.42,12:13:00 a. m.,0.2167
Customer 86,Customer 17,5.59,12:14:00 a. m.,0.2333
Customer 86,Customer 18,8.17,12:16:00 a. m.,0.2667
Customer 86,Customer 19,10.18,12:19:00 a. m.,0.3167
Customer 86,Customer 20,0.41,12:02:00 a. m.,0.0333
Customer 86,Customer 21,3.17,12:10:00 a. m.,0.1667
Customer 86,Customer 22,5.65,12:11:00 a. m.,0.1833
Customer 86,Customer 23,1.6,12:06:00 a. m.,0.1
Customer 86,Customer 24,3.45,12:10:00 a. m.,0.1667
Customer 86,Customer 25,11.1,12:20:00 a. m.,0.3333
Customer 86,Customer 26,4.28,12:14:00 a. m.,0.2333
Customer 86,Customer 27,4.91,12:14:00 a. m.,0.2333
Customer 86,Customer 28,9.78,12:24:00 a. m.,0.4
Customer 86,Customer 29,10.58,12:20:00 a. m.,0.3333
Customer 86,Customer 30,6.56,12:14:00 a. m.,0.2333
Customer 86,Customer 31,14.43,12:31:00 a. m.,0.5167
Customer 86,Customer 32,4.86,12:14:00 a. m.,0.2333
Customer 86,Customer 33,10.42,12:24:00 a. m.,0.4
Customer 86,Customer 34,11.5,12:27:00 a. m.,0.45
Customer 86,Customer 35,10.44,12:21:00 a. m.,0.35
Customer 86,Customer 36,0.71,12:02:00 a. m.,0.0333
Customer 86,Customer 37,13.33,12:26:00 a. m.,0.4333
Customer 86,Customer 38,11.47,12:22:00 a. m.,0.3667
Customer 86,Customer 39,14.29,12:29:00 a. m.,0.4833
Customer 86,Customer 40,3.61,12:08:00 a. m.,0.1333
Customer 86,Customer 41,7.06,12:12:00 a. m.,0.2
Customer 86,Customer 42,15.35,12:33:00 a. m.,0.55
Customer 86,Customer 43,7.2,12:13:00 a. m.,0.2167
Customer 86,Customer 44,8.67,12:17:00 a. m.,0.2833
Customer 86,Customer 45,5.24,12:16:00 a. m.,0.2667
Customer 86,Customer 46,14.29,12:30:00 a. m.,0.5
Customer 86,Customer 47,14.67,12:31:00 a. m.,0.5167
Customer 86,Customer 48,11.85,12:23:00 a. m.,0.3833
Customer 86,Customer 49,11.9,12:26:00 a. m.,0.4333
Customer 86,Customer 50,6.76,12:13:00 a. m.,0.2167
Customer 86,Customer 51,14.33,12:30:00 a. m.,0.5
Customer 86,Customer 52,5.06,12:14:00 a. m.,0.2333
Customer 86,Customer 53,13.41,12:27:00 a. m.,0.45
Customer 86,Customer 54,1.15,12:04:00 a. m.,0.0667
Customer 86,Customer 55,3.07,12:10:00 a. m.,0.1667
Customer 86,Customer 56,1.88,12:07:00 a. m.,0.1167
Customer 86,Customer 57,6.52,12:12:00 a. m.,0.2
Customer 86,Customer 58,11.96,12:25:00 a. m.,0.4167
Customer 86,Customer 59,13.16,12:25:00 a. m.,0.4167
Customer 86,Customer 60,9.13,12:22:00 a. m.,0.3667
Customer 86,Customer 61,5.28,12:16:00 a. m.,0.2667
Customer 86,Customer 62,8.02,12:16:00 a. m.,0.2667
Customer 86,Customer 63,7.84,12:19:00 a. m.,0.3167
Customer 86,Customer 64,14.37,12:31:00 a. m.,0.5167
Customer 86,Customer 65,11.5,12:22:00 a. m.,0.3667
Customer 86,Customer 66,11.02,12:24:00 a. m.,0.4
Customer 86,Customer 67,4.19,12:14:00 a. m.,0.2333
Customer 86,Customer 68,13.14,12:28:00 a. m.,0.4667
Customer 86,Customer 69,12.46,12:23:00 a. m.,0.3833
Customer 86,Customer 70,4.68,12:13:00 a. m.,0.2167
Customer 86,Customer 71,6.04,12:17:00 a. m.,0.2833
Customer 86,Customer 72,4.46,12:10:00 a. m.,0.1667
Customer 86,Customer 73,11.28,12:21:00 a. m.,0.35
Customer 86,Customer 74,5.08,12:11:00 a. m.,0.1833
Customer 86,Customer 75,11.88,12:27:00 a. m.,0.45
Customer 86,Customer 76,6.26,12:12:00 a. m.,0.2
Customer 86,Customer 77,9.23,12:24:00 a. m.,0.4
Customer 86,Customer 78,11.81,12:27:00 a. m.,0.45
Customer 86,Customer 79,10.62,12:27:00 a. m.,0.45
Customer 86,Customer 80,9.04,12:23:00 a. m.,0.3833
Customer 86,Customer 81,4.68,12:13:00 a. m.,0.2167
Customer 86,Customer 82,3.86,12:11:00 a. m.,0.1833
Customer 86,Customer 83,11.27,12:22:00 a. m.,0.3667
Customer 86,Customer 84,19.54,12:35:00 a. m.,0.5833
Customer 86,Customer 85,2.06,12:08:00 a. m.,0.1333
Customer 86,Customer 86,0,12:00:00 a. m.,0
Customer 86,Customer 87,9.95,12:20:00 a. m.,0.3333
Customer 86,Customer 88,12.01,12:24:00 a. m.,0.4
Customer 86,Customer 89,12.02,12:28:00 a. m.,0.4667
Customer 86,Customer 90,14.5,12:28:00 a. m.,0.4667
Customer 86,Customer 91,4.81,12:14:00 a. m.,0.2333
Customer 86,Customer 92,9.81,12:23:00 a. m.,0.3833
Customer 86,Customer 93,9.74,12:24:00 a. m.,0.4
Customer 86,Customer 94,7.97,12:20:00 a. m.,0.3333
Customer 86,Customer 95,5.17,12:16:00 a. m.,0.2667
Customer 86,Customer 96,2.24,12:08:00 a. m.,0.1333
Customer 86,Customer 97,4.15,12:11:00 a. m.,0.1833
Customer 86,Customer 98,2.79,12:10:00 a. m.,0.1667
Customer 86,Customer 99,12.75,12:23:00 a. m.,0.3833
Customer 86,Customer 100,12.52,12:22:00 a. m.,0.3667
Customer 86,Customer 101,2.09,12:05:00 a. m.,0.0833
Customer 86,Customer 102,3.97,12:11:00 a. m.,0.1833
Customer 86,Customer 103,13.96,12:29:00 a. m.,0.4833
Customer 86,Customer 104,15.51,12:29:00 a. m.,0.4833
Customer 86,Customer 105,12.46,12:24:00 a. m.,0.4
Customer 86,Customer 106,6.41,12:19:00 a. m.,0.3167
Customer 86,Customer 107,7.92,12:17:00 a. m.,0.2833
Customer 86,Customer 108,13.85,12:27:00 a. m.,0.45
Customer 86,Customer 109,15.67,12:30:00 a. m.,0.5
Customer 86,Customer 110,12.69,12:24:00 a. m.,0.4
Customer 86,Customer 111,4.45,12:13:00 a. m.,0.2167
Customer 86,Customer 112,3.41,12:11:00 a. m.,0.1833
Customer 86,Customer 113,10.93,12:21:00 a. m.,0.35
Customer 86,Customer 114,11.18,12:25:00 a. m.,0.4167
Customer 86,Customer 115,2.34,12:08:00 a. m.,0.1333
Customer 86,Customer 116,8.27,12:17:00 a. m.,0.2833
Customer 86,Customer 117,14.04,12:28:00 a. m.,0.4667
Customer 86,Customer 118,12.65,12:22:00 a. m.,0.3667
Customer 86,Customer 119,10.84,12:20:00 a. m.,0.3333
Customer 86,Customer 120,13.91,12:28:00 a. m.,0.4667
Customer 86,Customer 121,13.65,12:29:00 a. m.,0.4833
Customer 86,Customer 122,13.14,12:28:00 a. m.,0.4667
Customer 86,Customer 123,1.35,12:05:00 a. m.,0.0833
Customer 86,Customer 124,8.06,12:20:00 a. m.,0.3333
Customer 86,Customer 125,12.05,12:28:00 a. m.,0.4667
Customer 86,Customer 126,12.85,12:26:00 a. m.,0.4333
Customer 86,Customer 127,10.34,12:21:00 a. m.,0.35
Customer 86,Customer 128,3.19,12:13:00 a. m.,0.2167
Customer 86,Customer 129,4.06,12:14:00 a. m.,0.2333
Customer 86,Customer 130,15.05,12:30:00 a. m.,0.5
Customer 86,Customer 131,10.62,12:20:00 a. m.,0.3333
Customer 86,Customer 132,11.26,12:20:00 a. m.,0.3333
Customer 86,Customer 133,6.28,12:17:00 a. m.,0.2833
Customer 86,Customer 134,15.92,12:31:00 a. m.,0.5167
Customer 86,Customer 135,6.7,12:15:00 a. m.,0.25
Customer 86,Customer 136,2.02,12:06:00 a. m.,0.1
Customer 86,Customer 137,5.87,12:12:00 a. m.,0.2
Customer 86,Customer 138,14.02,12:30:00 a. m.,0.5
Customer 86,Customer 139,2.36,12:08:00 a. m.,0.1333
Customer 86,Customer 140,22.35,12:32:00 a. m.,0.5333
Customer 86,Customer 141,2.21,12:07:00 a. m.,0.1167
Customer 86,Customer 142,7.06,12:12:00 a. m.,0.2
Customer 86,Customer 143,4.64,12:14:00 a. m.,0.2333
Customer 86,Customer 144,3.64,12:08:00 a. m.,0.1333
Customer 86,Customer 145,12.64,12:26:00 a. m.,0.4333
Customer 86,Customer 146,14.92,12:32:00 a. m.,0.5333
Customer 86,Customer 147,2.26,12:08:00 a. m.,0.1333
Customer 86,Customer 148,1.29,12:05:00 a. m.,0.0833
Customer 86,Customer 149,11.22,12:22:00 a. m.,0.3667
Customer 87,Depot,1.82,12:07:00 a. m.,0.1167
Customer 87,Customer 1,5.73,12:13:00 a. m.,0.2167
Customer 87,Customer 2,2.96,12:08:00 a. m.,0.1333
Customer 87,Customer 3,11.79,12:27:00 a. m.,0.45
Customer 87,Customer 4,11,12:24:00 a. m.,0.4
Customer 87,Customer 5,10.44,12:24:00 a. m.,0.4
Customer 87,Customer 6,8.15,12:18:00 a. m.,0.3
Customer 87,Customer 7,11.17,12:24:00 a. m.,0.4
Customer 87,Customer 8,4.07,12:11:00 a. m.,0.1833
Customer 87,Customer 9,8.1,12:19:00 a. m.,0.3167
Customer 87,Customer 10,5.65,12:13:00 a. m.,0.2167
Customer 87,Customer 11,6.49,12:16:00 a. m.,0.2667
Customer 87,Customer 12,3.63,12:11:00 a. m.,0.1833
Customer 87,Customer 13,9.56,12:22:00 a. m.,0.3667
Customer 87,Customer 14,8.66,12:19:00 a. m.,0.3167
Customer 87,Customer 15,2.74,12:08:00 a. m.,0.1333
Customer 87,Customer 16,6.97,12:17:00 a. m.,0.2833
Customer 87,Customer 17,7.72,12:18:00 a. m.,0.3
Customer 87,Customer 18,2.73,12:09:00 a. m.,0.15
Customer 87,Customer 19,4.13,12:10:00 a. m.,0.1667
Customer 87,Customer 20,9.19,12:21:00 a. m.,0.35
Customer 87,Customer 21,7.25,12:15:00 a. m.,0.25
Customer 87,Customer 22,4.9,12:11:00 a. m.,0.1833
Customer 87,Customer 23,7.75,12:17:00 a. m.,0.2833
Customer 87,Customer 24,7.3,12:17:00 a. m.,0.2833
Customer 87,Customer 25,4.97,12:11:00 a. m.,0.1833
Customer 87,Customer 26,13.08,12:23:00 a. m.,0.3833
Customer 87,Customer 27,6.09,12:14:00 a. m.,0.2333
Customer 87,Customer 28,4.74,12:12:00 a. m.,0.2
Customer 87,Customer 29,4.45,12:11:00 a. m.,0.1833
Customer 87,Customer 30,5.11,12:13:00 a. m.,0.2167
Customer 87,Customer 31,10.63,12:25:00 a. m.,0.4167
Customer 87,Customer 32,6.05,12:14:00 a. m.,0.2333
Customer 87,Customer 33,8.06,12:17:00 a. m.,0.2833
Customer 87,Customer 34,9.13,12:20:00 a. m.,0.3333
Customer 87,Customer 35,4.85,12:12:00 a. m.,0.2
Customer 87,Customer 36,9.76,12:21:00 a. m.,0.35
Customer 87,Customer 37,7.2,12:17:00 a. m.,0.2833
Customer 87,Customer 38,2.46,12:08:00 a. m.,0.1333
Customer 87,Customer 39,10.49,12:23:00 a. m.,0.3833
Customer 87,Customer 40,6.69,12:14:00 a. m.,0.2333
Customer 87,Customer 41,2.01,12:08:00 a. m.,0.1333
Customer 87,Customer 42,9.76,12:24:00 a. m.,0.4
Customer 87,Customer 43,2.16,12:08:00 a. m.,0.1333
Customer 87,Customer 44,1.61,12:04:00 a. m.,0.0667
Customer 87,Customer 45,6.56,12:16:00 a. m.,0.2667
Customer 87,Customer 46,8.7,12:21:00 a. m.,0.35
Customer 87,Customer 47,11.68,12:28:00 a. m.,0.4667
Customer 87,Customer 48,3,12:07:00 a. m.,0.1167
Customer 87,Customer 49,6.18,12:14:00 a. m.,0.2333
Customer 87,Customer 50,4.83,12:11:00 a. m.,0.1833
Customer 87,Customer 51,23.62,12:39:00 a. m.,0.65
Customer 87,Customer 52,8.65,12:19:00 a. m.,0.3167
Customer 87,Customer 53,7.28,12:18:00 a. m.,0.3
Customer 87,Customer 54,10.69,12:23:00 a. m.,0.3833
